File,DER
aepyx.rttm,0.03733252131546894
aggyz.rttm,0.23628805931776795
aiqwk.rttm,0.2109730628465991
aorju.rttm,0.5296257903446913
auzru.rttm,0.19857436903732834
bgvvt.rttm,0.01381237488235493
bidnq.rttm,0.19245904287934565
bjruf.rttm,0.19748731126272565
bmsyn.rttm,0.1327949506522613
bpzsc.rttm,0.18981650855634757
bvqnu.rttm,0.5313355988641936
